Image_name,Card-set,Card_number,Rarity,Card_name,Other names,Card type,Attribute,Types,Level,ATK / DEF,Password,Status,Effect types,Ritual required,Property,Ritual Monster required,Pendulum Scale,Rank,Link Arrows,ATK / LINK,Other names (Japanese),Summoned by the effect of
STOR-EN010 SR.png,Storm of Ragnarok,STOR-EN010,Super Rare,Tanngrisnir of the Nordic Beasts,,Monster,EARTH,Beast / Effect,3.0,1200 / 800,15394083,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
IOC-010 C.png,Invasion of Chaos,IOC-010,Common,Chopman the Desperate Outlaw,,Monster,DARK,Zombie / Effect,3.0,1100 / 500,40884383,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
CBLZ-EN095 R.png,Cosmo Blazer,CBLZ-EN095,Rare,Blackwing - Gladius the Midnight Sun,,Monster,DARK,Winged Beast / Effect,3.0,800 / 1500,28190303,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Continuous']",,,,,,,,,
ANPR-EN062 C.png,Ancient Prophecy,ANPR-EN062,Common,Fossil Dig,,Spell,,,,,47325505,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
BODE-EN023 C.png,Burst of Destiny,BODE-EN023,Common,Gunkan Suship Shirauo,,Monster,FIRE,Aqua / Effect,4.0,200 / 250,78362751,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Ignition', 'Condition']",,,,,,,,,
PHRA-EN066 C.png,Phantom Rage,PHRA-EN066,Common,Xyz Import,,Spell,,,,,14602126,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Quick-Play,,,,,,,
PRIO-EN017 R.png,Primal Origin,PRIO-EN017,Rare,Artifact Caduceus,,Monster,LIGHT,Fairy / Effect,5.0,1600 / 2400,84268896,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Trigger', 'Trigger', 'Condition', 'Unclassified']",,,,,,,,,
CORE-EN020 SR.png,Clash of Rebellions,CORE-EN020,Super Rare,Red-Eyes Black Flare Dragon,,Monster,DARK,Dragon / Gemini / Effect,7.0,2400 / 2000,30079770,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Condition', 'Trigger', 'Condition']",,,,,,,,,
RGBT-EN064 C.png,Raging Battle,RGBT-EN064,Common,Crimson Fire,,Trap,,,,,24566654,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Counter,,,,,,,
LOB-034 C.png,Legend of Blue Eyes White Dragon,LOB-034,Common,Green Phantom King,,Monster,EARTH,Plant,3.0,500 / 1600,22910685,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
CBLZ-EN091 C.png,Cosmo Blazer,CBLZ-EN091,Common,Ignition Beast Volcannon,,Monster,EARTH,Machine / Fusion / Effect,6.0,2300 / 1600,10365322,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
MAGO-EN159 R.png,Maximum Gold,MAGO-EN159,Rare,Tachyon Transmigration,,Trap,,,,,08038143,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect', 'Condition']",,Counter,,,,,,,
DAMA-EN024 ScR.png,Dawn of Majesty,DAMA-EN024,Secret Rare,Antihuman Intelligence ME-PSY-YA,,Monster,LIGHT,Cyberse / Pendulum / Effect,8.0,2500 / 3000,58844135,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Continuous-like', 'Monster Effect', 'Ignition', 'Condition', 'Trigger']",,,,0.0,,,,,
SHSP-EN088 SR.png,Shadow Specters,SHSP-EN088,Super Rare,Noble Arms - Excaliburn,,Spell,,,,,46008667,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Continuous-like', 'Ignition-like', 'Condition']",,Equip,,,,,,,
LODT-EN066 C.png,Light of Destruction,LODT-EN066,Common,D - Fortune,,Trap,,,,,09201964,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Cost', 'Effect']",,Normal,,,,,,,
SAST-EN076 C.png,Savage Strike,SAST-EN076,Common,Orcustrated Release,,Trap,,,,,47171541,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect', 'Condition', 'Condition']",,Normal,,,,,,,
SOI-EN013 SR.png,Shadow of Infinity,SOI-EN013,Super Rare,B.E.S. Covered Core,,Monster,EARTH,Machine / Effect,7.0,2500 / 800,15317640,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Continuous', 'Trigger', 'Trigger']",,,,,,,,,
STBL-EN019 C.png,Starstrike Blast,STBL-EN019,Common,"Karakuri Soldier mdl 236 ""Nisamu""",,Monster,EARTH,Machine / Effect,4.0,1400 / 200,03846170,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger', 'Trigger']",,,,,,,,,
MRD-008 C.png,Metal Raiders,MRD-008,Common,Harpie Lady,Harpie's Lady,Monster,WIND,Winged Beast,4.0,1300 / 1400,76812113,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
LOD-041 C.png,Legacy of Darkness,LOD-041,Common,Gray Wing,,Monster,WIND,Dragon / Effect,3.0,1300 / 700,29618570,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
MRD-037 C.png,Metal Raiders,MRD-037,Common,Ancient Elf,,Monster,LIGHT,Spellcaster,4.0,1450 / 1200,93221206,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
MRD-062 C.png,Metal Raiders,MRD-062,Common,Blackland Fire Dragon,,Monster,DARK,Dragon,4.0,1500 / 800,87564352,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
LOB-003 SR.png,Legend of Blue Eyes White Dragon,LOB-003,Super Rare,Flame Swordsman,,Monster,FIRE,Warrior / Fusion,5.0,1800 / 1600,45231177,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",,,,,,,,,,
CORE-EN044 C.png,Clash of Rebellions,CORE-EN044,Common,Deskbot 005,,Monster,EARTH,Machine / Pendulum / Effect,5.0,500 / 500,10117149,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Continuous-like', 'Condition', 'Monster Effect', 'Trigger', 'Continuous', 'Trigger', 'Condition']",,,,10.0,,,,,
DAMA-EN054 SR.png,Dawn of Majesty,DAMA-EN054,Super Rare,Branded Opening,,Spell,,,,,36637374,"['Limited (OCG)', 'Unlimited (TCG)']","['Effect', 'Unclassified', 'Condition']",,Quick-Play,,,,,,,
IOC-110 SR.png,Invasion of Chaos,IOC-110,Super Rare,Trap Jammer,,Trap,,,,,19252988,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Activation requirement', 'Effect']",,Counter,,,,,,,
AST-081 SP.png,Ancient Sanctuary,AST-081,Short Print,Man-Thro' Tro',,Monster,EARTH,Beast-Warrior / Effect,4.0,1000 / 1000,43714890,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
NECH-EN063 C.png,The New Challengers,NECH-EN063,Common,Hexatellarknight,,Spell,,,,,70422863,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Trigger-like']",,Field,,,,,,,
BODE-EN055 SR.png,Burst of Destiny,BODE-EN055,Super Rare,Branded in High Spirits,,Spell,,,,,29948294,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Trigger-like', 'Condition']",,Quick-Play,,,,,,,
DCR-048 C.png,Dark Crisis,DCR-048,Common,Arsenal Robber,,Trap,,,,,55348096,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
PRIO-EN081 ScR.png,Primal Origin,PRIO-EN081,Secret Rare,Noble Knight Brothers,,Monster,LIGHT,Warrior / Effect,4.0,1200 / 2400,57690191,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger', 'Ignition']",,,,,,,,,
ANPR-EN067 C.png,Ancient Prophecy,ANPR-EN067,Common,Imperial Custom,,Trap,,,,,09995766,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Unclassified']",,Continuous,,,,,,,
ETCO-EN009 UR.png,Eternity Code,ETCO-EN009,Ultra Rare,Archnemeses Eschatos,,Monster,LIGHT,Dragon / Effect,11.0,3000 / 2500,33212663,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Summoning condition', 'Continuous', 'Ignition', 'Condition']",,,,,,,,,
LIOV-EN007 C.png,Lightning Overdrive,LIOV-EN007,Common,Amazement Ambassador Bufo,,Monster,EARTH,Beast / Effect,3.0,1600 / 900,30829071,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Quick', 'Condition']",,,,,,,,,
DOCS-EN081 ScR.png,Dimension of Chaos,DOCS-EN081,Secret Rare,Painful Escape,,Trap,,,,,20513882,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Normal,,,,,,,
TDGS-EN091 C.png,The Duelist Genesis,TDGS-EN091,Common,Tricky Spell 4,,Spell,,,,,75622824,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect', 'Lingering']",,Quick-Play,,,,,,,
FLOD-EN066 SP.png,Flames of Destruction,FLOD-EN066,Short Print,Monster Reborn Reborn,,Spell,,,,,50213848,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
ORCS-EN010 C.png,Order of Chaos,ORCS-EN010,Common,Photon Leo,,Monster,LIGHT,Beast / Effect,6.0,2100 / 1100,38757297,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
EEN-EN013 C.png,Elemental Energy,EEN-EN013,Common,Hydrogeddon,,Monster,WATER,Dinosaur / Effect,4.0,1600 / 1000,22587018,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Trigger'],,,,,,,,,
DREV-EN053 R.png,Duelist Revolution,DREV-EN053,Rare,Amazoness Village,,Spell,,,,,00712559,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Continuous-like', 'Trigger-like']",,Field,,,,,,,
LTGY-EN056 C.png,Lord of the Tachyon Galaxy,LTGY-EN056,Common,King of the Feral Imps,,Monster,DARK,Reptile / Xyz / Effect,,2300 / 2000,11398059,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,4.0,,,,
DCR-058 C.png,Dark Crisis,DCR-058,Common,Pandemonium Watchbear,,Monster,DARK,Beast / Effect,4.0,1300 / 1800,75375465,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
STBL-EN008 C.png,Starstrike Blast,STBL-EN008,Common,Vice Berserker,,Monster,DARK,Fiend / Effect,4.0,1000 / 1000,43014054,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
DAMA-EN048 UR.png,Dawn of Majesty,DAMA-EN048,Ultra Rare,GranSolfachord Musecia,,Monster,LIGHT,Fairy / Link / Effect,,,37972500,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger', 'Condition']",,,,,,"Bottom-Left,  Bottom-Right",1900 / 2,,
STOR-EN021 UR.png,Storm of Ragnarok,STOR-EN021,Ultra Rare,Legendary Six Samurai - Enishi,,Monster,LIGHT,Warrior / Effect,4.0,1700 / 700,75116619,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Condition', 'Continuous']",,,,,,,,,
STBL-EN004 C.png,Starstrike Blast,STBL-EN004,Common,Needle Soldier,,Monster,EARTH,Machine / Effect,1.0,100 / 100,17841097,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Unclassified'],,,,,,,,,
ETCO-EN060 C.png,Eternity Code,ETCO-EN060,Common,Nemeses Adrastea,,Spell,,,,,45666710,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Quick-Play,,,,,,,
SECE-EN056 R.png,Secrets of Eternity,SECE-EN056,Rare,Gottoms' Second Call,,Spell,,,,,61948106,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect', 'Condition', 'Condition']",,Normal,,,,,,,
TDGS-EN064 R.png,The Duelist Genesis,TDGS-EN064,Rare,Graceful Revival,,Trap,,,,,98273947,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Continuous-like', 'Continuous-like']",,Continuous,,,,,,,
CDIP-EN003 SR.png,Cyberdark Impact,CDIP-EN003,Super Rare,Cyberdark Keel,,Monster,DARK,Machine / Effect,4.0,800 / 800,03019642,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Trigger', 'Continuous', 'Trigger', 'Continuous']",,,,,,,,,
DANE-EN041 C.png,Dark Neostorm,DANE-EN041,Common,Dillingerous Dragon,,Monster,DARK,Dragon / Link / Effect,,,23732205,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger', 'Condition']",,,,,,"Top-Center,  Bottom-Center",1600 / 2,,
AST-061 SP.png,Ancient Sanctuary,AST-061,Short Print,Pharaonic Protector,,Monster,EARTH,Zombie,2.0,900 / 0,89959682,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
IOC-047 SR.png,Invasion of Chaos,IOC-047,Super Rare,Big Burn,,Trap,,,,,95472621,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
CDIP-EN032 SR.png,Cyberdark Impact,CDIP-EN032,Super Rare,Storm Shooter,,Monster,WIND,Winged Beast / Effect,7.0,2300 / 500,39188539,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
BACH-EN077 C.png,Battle of Chaos,BACH-EN077,Common,Monster Rebirth,,Trap,,,,,54564198,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
DIFO-EN046 UR.png,Dimension Force,DIFO-EN046,Ultra Rare,Exosisters Magnifica,,Monster,LIGHT,Warrior / Xyz / Effect,,2800 / 2800,59242457,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Continuous', 'Quick', 'Quick']",,,,,8.0,,,,
CDIP-EN028 C.png,Cyberdark Impact,CDIP-EN028,Common,Combo Fighter,,Monster,WIND,Warrior / Effect,4.0,1600 / 800,08806072,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
GFP2-EN112 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN112,Ultra Rare,Tatsunecro,,Monster,DARK,Zombie / Tuner / Effect,3.0,500 / 1700,03096468,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Continuous']",,,,,,,,,
GFP2-EN015 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN015,Ultra Rare,Flint Cragger,,Monster,EARTH,Rock / Effect,3.0,800 / 1600,84778110,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Ignition', 'Condition']",,,,,,,,,
SHSP-EN003 C.png,Shadow Specters,SHSP-EN003,Common,Malicevorous Spoon,,Monster,DARK,Fiend / Effect,2.0,100 / 500,35307484,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition', 'Condition']",,,,,,,,,
LODT-EN068 C.png,Light of Destruction,LODT-EN068,Common,Tour of Doom,,Trap,,,,,62784717,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger-like'],,Continuous,,,,,,,
CROS-EN091 SR.png,Crossed Souls,CROS-EN091,Super Rare,The Melody of Awakening Dragon,,Spell,,,,,48800175,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Normal,,,,,,,
SOFU-EN009 C.png,Soul Fusion,SOFU-EN009,Common,Dinowrestler Pankratops,,Monster,EARTH,Dinosaur / Effect,7.0,2600 / 0,82385847,"['Limited (OCG)', 'Limited (TCG)']","['Unclassified', 'Condition', 'Quick', 'Condition']",,,,,,,,,
LVAL-EN014 C.png,Legacy of the Valiant,LVAL-EN014,Common,Gorgonic Cerberus,,Monster,DARK,Rock / Effect,3.0,1300 / 300,37168514,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
GENF-EN077 C.png,Generation Force,GENF-EN077,Common,Tyrant's Tummyache,,Trap,,,,,48357738,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Continuous-like', 'Continuous-like']",,Continuous,,,,,,,
BACH-EN037 UR.png,Battle of Chaos,BACH-EN037,Ultra Rare,Blue-Eyes Tyrant Dragon,,Monster,LIGHT,Dragon / Fusion / Effect,8.0,3400 / 2900,11443677,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Continuous', 'Continuous', 'Trigger']",,,,,,,,,
ROTD-EN027 C.png,Rise of the Duelist,ROTD-EN027,Common,Unauthorized Bootup Device,,Monster,DARK,Machine / Union / Effect,1.0,500 / 0,81951640,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Ignition-like', 'Continuous-like', 'Trigger', 'Condition']",,,,,,,,,
BODE-EN022 C.png,Burst of Destiny,BODE-EN022,Common,Gunkan Suship Uni,,Monster,FIRE,Aqua / Effect,5.0,900 / 500,42377643,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Ignition', 'Condition']",,,,,,,,,
SECE-EN018 C.png,Secrets of Eternity,SECE-EN018,Common,Infernoid Attondel,,Monster,FIRE,Fiend / Effect,8.0,2800 / 0,88301393,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger', 'Quick']",,,,,,,,,
PHRA-EN098 SR.png,Phantom Rage,PHRA-EN098,Super Rare,Virtual World Dragon - Longlong,,Monster,EARTH,Wyrm / Xyz / Effect,,2400 / 2000,61641818,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Quick', 'Condition']",,,,,3.0,,,,
NECH-EN020 C.png,The New Challengers,NECH-EN020,Common,Fluffal Rabbit,,Monster,EARTH,Fairy / Effect,1.0,300 / 1200,38124994,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,,,,,,,,
TDGS-EN043 SR.png,The Duelist Genesis,TDGS-EN043,Super Rare,Magical Android,,Monster,LIGHT,Psychic / Synchro / Effect,5.0,2400 / 1700,43385557,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
INOV-EN075 C.png,Invasion: Vengeance,INOV-EN075,Common,Graydle Combat,,Trap,,,,,84442536,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Counter,,,,,,,
RIRA-EN078 C.png,Rising Rampage,RIRA-EN078,Common,Setuppercut,,Trap,,,,,19590644,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
MRL-020 C.png,Spell Ruler,MRL-020,Common,Weather Report,,Monster,WATER,Aqua / Effect,4.0,950 / 1500,72053645,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Flip'],,,,,,,,,
TDIL-EN012 C.png,The Dark Illusion,TDIL-EN012,Common,Blackwing - Tornado the Reverse Wind,,Monster,DARK,Winged Beast / Effect,4.0,1000 / 1200,73534250,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
CIBR-EN004 R.png,Circuit Break,CIBR-EN004,Rare,Trickstar Narkissus,,Monster,LIGHT,Fairy / Effect,4.0,1000 / 1800,91505214,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition', 'Continuous']",,,,,,,,,
AST-055 C.png,Ancient Sanctuary,AST-055,Common,Armor Break,,Trap,,,,,79649195,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Counter,,,,,,,
GENF-EN027 R.png,Generation Force,GENF-EN027,Rare,Gishki Diviner,,Monster,WATER,Sea Serpent / Effect,3.0,1200 / 800,72403299,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
EOJ-EN042 R.png,Enemy of Justice,EOJ-EN042,Rare,Hero Flash!!,HERO Flash!!,Spell,,,,,00191749,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Normal,,,,,,,
TDGS-EN019 C.png,The Duelist Genesis,TDGS-EN019,Common,Mind Protector,,Monster,LIGHT,Psychic / Effect,3.0,0 / 2200,85060248,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Maintenance cost', 'Continuous']",,,,,,,,,
PSV-030 UR.png,Pharaoh's Servant,PSV-030,Ultra Rare,Ceasefire,,Trap,,,,,36468556,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
ETCO-EN021 C.png,Eternity Code,ETCO-EN021,Common,Ancient Warriors - Fearsome Zhang Yuan,,Monster,FIRE,Beast-Warrior / Effect,6.0,2300 / 2000,60033398,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Condition', 'Trigger', 'Trigger']",,,,,,,,,
PHSW-EN063 C.png,Photon Shockwave,PHSW-EN063,Common,Heartfelt Appeal,,Trap,,,,,32065885,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
DANE-EN067 C.png,Dark Neostorm,DANE-EN067,Common,Packet Swap,,Spell,,,,,75153328,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
GENF-EN080 SP.png,Generation Force,GENF-EN080,Short Print,Gravelstorm,,Trap,,,,,48135190,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Effect'],,Normal,,,,,,,
GLAS-EN046 C.png,Gladiator's Assault,GLAS-EN046,Common,Swing of Memories,,Spell,,,,,96765646,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
ROTD-EN021 C.png,Rise of the Duelist,ROTD-EN021,Common,Fluffal Dolphin,,Monster,WATER,Fairy / Effect,4.0,1600 / 1000,82896870,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger', 'Condition']",,,,,,,,,
DIFO-EN001 SR.png,Dimension Force,DIFO-EN001,Super Rare,Performapal Gentrude,,Monster,DARK,Fiend / Pendulum / Effect,4.0,1500 / 1000,21949879,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Ignition-like', 'Condition', 'Monster Effect', 'Trigger', 'Ignition', 'Condition']",,,,8.0,,,,,
PRIO-EN065 C.png,Primal Origin,PRIO-EN065,Common,Diamond Core of Koa'ki Meiru,,Spell,,,,,81994591,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Ignition-like']",,Normal,,,,,,,
SHVI-EN084 SR.png,Shining Victories,SHVI-EN084,Super Rare,Kozmo Landwalker,,Monster,DARK,Machine / Effect,6.0,2400 / 1200,59496924,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger']",,,,,,,,,
DREV-EN074 C.png,Duelist Revolution,DREV-EN074,Common,Beast Rising,,Trap,,,,,84962466,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick-like'],,Continuous,,,,,,,
PRIO-EN061 C.png,Primal Origin,PRIO-EN061,Common,Artifacts Unleashed,,Spell,,,,,56611470,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Trigger-like']",,Quick-Play,,,,,,,
PHRA-EN051 UR.png,Phantom Rage,PHRA-EN051,Ultra Rare,Phantom Knights' Rank-Up-Magic Force,,Spell,,,,,88504133,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Quick-Play,,,,,,,
DUEA-EN057 C.png,Duelist Alliance,DUEA-EN057,Common,Stellarknight Alpha,,Spell,,,,,81810441,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Continuous-like', 'Continuous-like']",,Equip,,,,,,,
PGD-030 C.png,Pharaonic Guardian,PGD-030,Common,Des Lacooda,,Monster,EARTH,Zombie / Effect,3.0,500 / 600,02326738,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Ignition', 'Trigger']",,,,,,,,,
BOSH-EN025 C.png,Breakers of Shadow,BOSH-EN025,Common,Dinomist Plesios,,Monster,WATER,Machine / Pendulum / Effect,4.0,1700 / 1400,38988538,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Continuous-like', 'Monster Effect', 'Continuous']",,,,6.0,,,,,
FLOD-EN001 C.png,Flames of Destruction,FLOD-EN001,Common,Protron,,Monster,EARTH,Cyberse / Normal,1.0,100 / 100,24154052,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
INOV-EN085 R.png,Invasion: Vengeance,INOV-EN085,Rare,Subterror Behemoth Burrowing,,Trap,,,,,28369508,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect', 'Trigger-like', 'Quick-like']",,Normal,,,,,,,
FET-EN013 C.png,Flaming Eternity,FET-EN013,Common,Catnipped Kitty,,Monster,EARTH,Beast / Effect,2.0,0 / 500,96501677,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Ignition']",,,,,,,,,
CROS-EN077 C.png,Crossed Souls,CROS-EN077,Common,Abyss Stungray,,Trap,,,,,97232518,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Continuous']",,Continuous,,,,,,,
FOTB-EN001 C.png,Force of the Breaker,FOTB-EN001,Common,Crystal Beast Ruby Carbuncle,,Monster,LIGHT,Fairy / Effect,3.0,300 / 300,32710364,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Trigger', 'Unclassified']",,,,,,,,,
PGD-006 C.png,Pharaonic Guardian,PGD-006,Common,Kryuel,,Monster,DARK,Fiend / Effect,4.0,1000 / 1700,82642348,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
CYHO-EN011 R.png,Cybernetic Horizon,CYHO-EN011,Rare,"World Legacy - ""World Crown""",,Monster,DARK,Machine / Effect,6.0,2000 / 2000,27918365,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Condition', 'Quick', 'Trigger', 'Condition']",,,,,,,,,
DAMA-EN068 SR.png,Dawn of Majesty,DAMA-EN068,Super Rare,Pendulum Treasure,,Spell,,,,,26237713,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
PGD-073 C.png,Pharaonic Guardian,PGD-073,Common,An Owl of Luck,,Monster,WIND,Winged Beast / Effect,2.0,300 / 500,23927567,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Flip'],,,,,,,,,
GLAS-EN072 C.png,Gladiator's Assault,GLAS-EN072,Common,Parry,,Trap,,,,,52228131,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Counter,,,,,,,
TSHD-EN069 C.png,The Shining Darkness,TSHD-EN069,Common,Infernity Break,,Trap,,,,,51717541,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
MAGO-EN046 PGR.png,Maximum Gold,MAGO-EN046,Premium Gold Rare,Reinforcement of the Army,,Spell,,,,,32807846,"['Limited (OCG)', 'Limited (TCG)', 'Unlimited (TCG Speed Duel)']",['Effect'],,Normal,,,,,,,
